,Hotel_Name,festac,Address,Cost,Property_type,Likes,Rating,Review
160,Paragon Hotel Limited,Surulere,"Surulere, Lagos - 24/26, Sanya Street, Aguda-Surulere","₦7,000",Hotel,884,7.4 Very Good,From 16 reviews
161,Grand Bee Suites,Ikeja,"Ikeja, Lagos - 31A Joel Ogunnaike Street GRA Ikeja","₦40,000",Hotel,1213,NA,NA
162,Oakspring Hotel And Luxury Suites,Gbagada,"Gbagada, Lagos - No. 5 Sunday Ogunyade Street, Gbagada Lagos.","₦26,500",Hotel,871,7.5 Very Good,From 6 reviews
163,Sotel Suites Limited,Amuwo Odofin,"Amuwo-Odofin, Lagos - Block 77A, Plot 9/10, Amuwo Odofin - Okota Link Br...","₦12,000",Hotel,694,7.5 Very Good,From 6 reviews
164,De La Premiere Inn,Ajah,"Ajah, Lagos - Plot 16 Ezekiel Uvoh Crescent, Off Lekki-Epe Expre...","₦5,000",Hotel,973,7.8 Very Good,From 2 reviews
165,Mayors And Diplomat Suite  (Formerly Diplomat Hotel  G.R.A.),Ikeja,"Ikeja, Lagos - 18 Oduduwa Way G.R.A","₦25,000",Budget Hotel,957,NA,NA
166,Ziroc Residence,Lekki,"Lekki, Lagos - 34 Jay Jay Oladimeji Street, Off Freedom Way, 3rd ...","₦27,000",Hotel,644,NA,NA
167,The Lilygate Lagos,Lekki,"Lekki, Lagos - 2, Olubumni Owa Street, N.B.D., Lekki Phase 1.","₦71,000",Luxury Hotel,778,NA,NA
168,Cristabol Place - Hotel ,Lekki ,"Lekki , Lagos - 23 Fubara Dublin Green Street, Off Alpha Beach Roa...","₦12,000",Hotel,767,6.2 Very Good,From 17 reviews
169,The View Hotel,Lekki,"Lekki, Lagos - 1 Godwin Omene Str, Off Chief Collins Uchidiuno Cr...","₦40,000",Hotel,599,NA,NA
170,Protea Hotel Kuramo Waters,Victoria Island,"Victoria Island, Lagos - Kuramo Waters Close, Off Akin Ogunlewe St","₦106,000",Hotel,2452,NA,NA
171,Crownedge Hotels,Ikeja,"Ikeja, Lagos - 13 Afolabi Aina Street, Beside Alade Market - Off ...","₦22,000",Hotel,1124,6.1 Very Good,From 15 reviews
172,Presken Hotel And Suites (Allen),Ikeja,"Ikeja, Lagos - 15 - 21 Majekodunmi Street, Off Allen Avenue, By O...","₦20,000",Hotel,672,6.5 Very Good,From 9 reviews
173,Nevada Hotels And Suites,Lekki,"Lekki, Lagos - 3 Aaron Irabor Street, Off Alh. Prince Raufu Ishol...","₦18,000",Hotel,2058,7.2 Very Good,From 16 reviews
174,Dmatel Hotels Ikota,Lekki Phase 2,"Lekki Phase 2, Lagos - Royal Villa Estate, Beside Ascon Filling Station, ...","₦13,000",Hotel,1172,6.3 Very Good,From 3 reviews
175,Park Lane Hotel,Ajao Estate,"Ajao Estate, Lagos - 40 Asa Afariogun, Eleganza Junction, Ajao Estate","₦17,000",Budget Hotel,1116,NA,NA
176,H210 Hotel,Victoria Island,"Victoria Island, Lagos - 210, Muri Okunola Street.","₦40,000",Hotel,908,NA,NA
177,Southern Sun Ikoyi Hotel,Ikoyi,"Ikoyi, Lagos - 47 Alfred Rewane Road Ikoyi","₦192,820",Hotel,2764,NA,NA
178,Swanky Suites In Grandview,Magodo,"Magodo, Lagos - Block 52 Plot 1, Emmanuel Keshi Magodo GRA Lagos","₦14,200",Hotel,538,NA,NA
179,House B Guest House,Magodo,"Magodo, Lagos - 10, Sebastine Street, Off Association Avenue, Shan...","₦20,500",Guest House,1038,6.5 Very Good,From 17 reviews
180,MAXTON SUITES,Maryland,"Maryland, Lagos - #50 Ajose Street, Mende, Maryland, Lagos","₦14,500",Budget Hotel,1533,NA,NA
181,Swiss International D'Palms Airport Hotel,Ajao Estate,"Ajao Estate, Lagos - 10/12 Kolawole Shonibare Street","₦16,900",Airport Hotel,1347,7.8 Very Good,From 10 reviews
182,First World Hotel ,Ikeja,"Ikeja, Lagos - Plot 333 Adeyemo Akapo Lane Omole Phase 1","₦6,000",Hotel,1254,NA,NA
183,The Federal Palace Hotel,Victoria Island,"Victoria Island, Lagos -  6-8, Ahmadu Bello Way, Victoria Island, Lagos","₦65,900",Hotel,1682,NA,NA
184,Angle Villa Hotel,Lekki Phase 1,"Lekki Phase 1, Lagos - 1 Ogbunike Street, Lekki Phase 1","₦45,000",Hotel,335,NA,NA
185,Class Suites Opebi Ikeja ,Ikeja,"Ikeja, Lagos - 17 Agbaoku Street, Off Opebi Road","₦15,000",Hotel,1243,7.7 Very Good,From 5 reviews
186,Grand Park Hotel & Suites,Ejigbo,"Ejigbo, Lagos - 52, Segun Akinbili Street, Off Ailegun Road, Buckn...","₦13,000",Hotel,438,7.1 Very Good,From 3 reviews
187,Downtown Royal Hotel Limited ,Ikeja,"Ikeja, Lagos - 22 Dipeolu, Off Awolowo Way","₦13,000",Hotel,2720,6.8 Very Good,From 27 reviews
188, Le Patriarche Lodge,Victoria Island,"Victoria Island, Lagos - 17c, Kayode Abraham Street, Off Ligali Ayorinde St...","₦15,750",Lodge,419,NA,NA
189,Paradise Hotel And Garden,Ikeja,"Ikeja, Lagos - Plot 6/8, Alimi Ogunyemi Street, Cinema B/Stop Col...","₦5,000",Hotel,1578,7.4 Very Good,From 9 reviews
190,DOWNTOWN ROYAL HOTEL GRA,Ikeja,"Ikeja, Lagos - 58b, Oladipo Bateye Street, By Works Road, GRA, Ne...","₦14,000",Budget Hotel,1087,6.9 Very Good,From 15 reviews
191,Maple Hotel,Lekki,"Lekki, Lagos - Plot 8 Fatai Idowu Arobieke Street, Off Admiralty ...","₦40,000",Hotel,1766,6.7 Very Good,From 21 reviews
192,Glorious Hotel And Suites Nig. Ltd,Ikotun,"Ikotun, Lagos - 25 Segun Irefin Street, By Synagogue Church Of All...","₦18,000",Hotel,1509,7.8 Very Good,From 18 reviews
193,Ehi Guest House And Garden,Egbeda,"Egbeda, Lagos - 1-5, Zukada Close,  Off Shasha Road","₦5,250",Hotel,564,NA,NA
194,Fryburg Suites,Victoria Island,"Victoria Island, Lagos - 5 Amodu Tijani Street, Off Sanusi Fafunwa Street","₦27,000",Hotel,1974,NA,NA
195,Princebella Hotels ,Ikotun,"Ikotun, Lagos - 14, Modupe Shitta, Off Liasu Street, Ikotun","₦4,000",Hotel,484,NA,NA
196,Stop Over Motels,Ajao Estate,"Ajao Estate, Lagos - International Airport Road, Ajao Estate","₦15,950",Motel,1429,NA,NA
197,Welcome Center Hotels,Ikeja,"Ikeja, Lagos - 70 Murtala Muhammed International Airport Road Aft...","₦24,950",Hotel,1109,6.5 Very Good,From 3 reviews
198,Inglesias Hotels,Surulere,"Surulere, Lagos - 13 Martins Street, Off Ojuelegba Road, Tejuosho","₦15,000",Budget Hotel,1031,6.8 Very Good,From 29 reviews
199,Crystal Court Hotel,Lekki,"Lekki, Lagos - 3 Shakiru Anjorin Street (Road 39)Off Admiralty Ro...","₦30,000",Hotel,722,7.7 Very Good,From 13 reviews
200,Placido's Place,Yaba,"Yaba, Lagos - No 5B Alakija Street,, Jibowu, Yaba","₦13,000",Hotel,612,7.9 Very Good,From 9 reviews
201,Esporta Suites Hotel & Resorts Magodo,Magodo,"Magodo, Lagos - 8B CMD Road Magodo, Beside Magodo Brooks Estate","₦24,000",Hotel,490,NA,NA
202,Clear Essence California Spa ,Ikoyi,"Ikoyi, Lagos - 13, Alexander Road","₦45,720",Spa Hotel,646,NA,NA
203,Beachgate Resort Centre (Formerly Lekki Central Hotel),Lekki Phase 2,"Lekki Phase 2, Lagos - 5/7 Lekki Beach Road, Jakande Roundabout, Lekki-Ep...","₦12,500",Hotel,1371,6.9 Very Good,From 22 reviews
204,House U Hotel MM,Iyana Ipaja,"Iyana-Ipaja, Lagos - 11/13 Banjo Alaran(Adebayo Johnson) Street, Off Ab...","₦6,000",Hotel,979,7.7 Very Good,From 3 reviews
205,Hotel Newcastle,Anthony Village,"Anthony, Lagos - 11, Adebayo Mokuolu Street, Anthony Village","₦20,952",Hotel,910,NA,NA
206,Bluenest Hotels,Isolo,"Isolo, Lagos - 9, Osolo Way, Off Int'l Airport Rd., 7 ","₦9,000",Hotel,795,7.7 Very Good,From 3 reviews
207,Greens Manor,Victoria Island,"Victoria Island, Lagos - 1 Goriola Street,off Adeola Odeku","₦30,000",Hotel,521,7.8 Very Good,From 2 reviews
208,De Kings Suites,Magodo,"Magodo, Lagos - 12, Dipo Awolesi Str, Opp Magodo Police Poll Magod...","₦9,000",Hotel,704,7.0 Very Good,From 15 reviews
209,The George Hotel,Ikoyi,"Ikoyi, Lagos - 30 Lugard Road","₦100,000",Hotel,345,NA,NA
210,Tivoli Garden Hotel,Ikoyi,"Ikoyi, Lagos - 2-3 Olokun Close, Off Awolowo Road By Ademola Stre...","₦32,500",Hotel,1493,NA,NA
211,Vintage Homes,Lekki,"Lekki, Lagos - 9B Dr Ezukuse Close, Off Admiralty Way, Lekki","₦18,000",Apartment,951,7.0 Very Good,From 9 reviews
212,The Lagos Continental Hotel (Formerly Intercontinental Lagos Hotel),Victoria Island,"Victoria Island, Lagos - Plot 52A  Kofo Abayomi Street","₦133,630",Luxury Hotel,2878,7.8 Very Good,From 18 reviews
213,Eldom Hotel Nigeria Limited ,Lekki,"Lekki, Lagos - Budo Pennisula Estate Phase 2, By Conoil Petrol St...","₦7,000",Boutique Hotel,730,NA,NA
214,Klee Executive Hotel,Surulere,"Surulere, Lagos - 18, Adeniran Ogunsanya Street","₦6,500",Hotel,594,7.1 Very Good,From 15 reviews
215,Trendy Inn Limited,Maryland,"Maryland, Lagos - 13 Adebowale Street, Mende","₦18,000",Budget Hotel,521,6.5 Very Good,From 7 reviews
216,Baylis Suites (Formerly Bay's Suites),Ikeja,"Ikeja, Lagos - 58 Toyin Street ","₦20,000",Hotel,891,7.6 Very Good,From 17 reviews
217,De Lawrence Court ,Ikeja,"Ikeja, Lagos - 12, Bamishile Street, New World Bus Stop, By Mama ...","₦13,500",Budget Hotel,754,7.1 Very Good,From 17 reviews
218,Jyrox Royal Hotel,Ikorodu,"Ikorodu, Lagos - 1, Jyrox Royal Str, Behind Total Filling Station, ...","₦3,500",Hotel,754,NA,NA
219,De Rolas Hotel Limited ,Ikorodu,"Ikorodu, Lagos - 1/3, Twins Avenue, Off. Bola Hameed Tinubu Road, O...","₦5,000",Hotel,421,NA,NA
220,J. Gibson Hotel,Lekki Phase 1,"Lekki Phase 1, Lagos - No.34 Oyibo Adjarho Street Off Admiralty Way, Lekk...","₦25,000",Hotel,311,6.7 Very Good,From 3 reviews
221,JonsLand Castle Hotel,Gbagada,"Gbagada, Lagos - 11/13 Oludele FaKunle, Ifako ","₦8,635",Hotel,637,6.1 Very Good,From 19 reviews
222,Box Residence Hotel And Apartments,Lekki Phase 1,"Lekki Phase 1, Lagos - No 26B Oladimeji Alo Street, Ikate, Lekki 1","₦38,500",Hotel,586,NA,NA
223,Four Points By Sheraton,Victoria Island,"Victoria Island, Lagos - Plot 9/10 Block 2 Oniru Chieftaincy Estate, Lekki ...","₦180,400",Luxury Hotel,1379,7.6 Very Good,From 9 reviews
224,Goldlux Hotel And Suite,Iyana Ipaja,"Iyana-Ipaja, Lagos - 293, Iyana-Ipaja Road, Opposite NYSC Camp","₦9,000",Budget Hotel,858,6.2 Very Good,From 20 reviews
225,Cosmila Suites ,Festac ,"Festac , Lagos - Block 83 Plot 3557 Amuwo-Odofin  Residential Schem...","₦8,000",Hotel,544,NA,NA
226,Hogan International Hotel ,Ojota,"Ojota, Lagos - 94 Emmanuel High St .","₦4,500",Hotel,505,NA,NA
227,Organico House Hotel,Ajao Estate,"Ajao Estate, Lagos - No 1 Kunle Ogunade Close Off International Airport...","₦6,000",Budget Hotel,679,6.1 Very Good,From 8 reviews
228,Blueseasons Hotel ,Surulere,"Surulere, Lagos - No 2 Thomas Animashaun Street, Off Onikoyi Street,...","₦7,000",Hotel,313,7.8 Very Good,From 7 reviews
229,Becfom Hotels,Apapa,"Apapa, Lagos - 1/2, Randle Crescent, Apapa","₦6,000",Budget Hotel,746,7.9 Very Good,From 3 reviews
230,Suncity Hotels,Surulere,"Surulere, Lagos - 44 Karimu Street, Off Itire Road, Towards Ojuelegb...","₦16,000",Budget Hotel,1037,7.8 Very Good,From 11 reviews
231,Efex Hotel ,Yaba,"Yaba, Lagos - 77, Murtala Mohammed Way","₦6,800",Hotel,739,NA,NA
232,Climax Hotels Iju-Ishaga,Iju Ishaga,"Iju Ishaga, Lagos - 13/17 Akinde Street, Off Balogun Road, Balogun Bus...","₦5,100",Hotel,488,NA,NA
233,K Royal Hotel,Ikotun,"Ikotun, Lagos - 30 Olasani Bello Street Off Omo-Oye","₦2,500",Hotel,391,6.6 Very Good,From 4 reviews
234,Kelin Height Hotel,Surulere,"Surulere, Lagos - NO 2, Bola Shadipe Street Off Adelabu Street., Mas...","₦23,500",Hotel,672,NA,NA
235,POSH APARTMENT BUSINESS AND HOTEL(GRA),Ikeja,"Ikeja, Lagos - 24A, Adekunle Fajuyi Way,, Ikeja GRA, Lagos","₦17,500",Hotel,800,NA,NA
236,Piccadilly Suites,Lekki,"Lekki, Lagos - 3 Piccadilly Street Agungi","₦14,000",Budget Hotel,679,NA,NA
237,Rockview Hotels Limited (Apapa),Apapa,"Apapa, Lagos - 17b, Parklane","₦18,375",Hotel,878,6.0 Very Good,From 1 review
238,Leawood Hotel,Lekki,"Lekki, Lagos - KM 23, Lekki Epe Expressway, Oko-Ado","₦20,000",Hotel,780,7.5 Very Good,From 3 reviews
239,Banilux Guest House,Yaba,"Yaba, Lagos - 2/8, Chapel Street, Sabo Yaba","₦15,000",Guest House,603,7.4 Very Good,From 5 reviews
240,Double One Suites,Ikeja,"Ikeja, Lagos - 11 Bamako Estate, Hotel Bus-stop Omole Ojodu Ikeja","₦8,500",Hotel,205,7.1 Very Good,From 7 reviews
241,Ikoyi Fairview Apartments,Ikoyi,"Ikoyi, Lagos - 89 Lafiaji Way Dolphin Estate","₦20,000",Hotel,1853,7.1 Very Good,From 55 reviews
242,Hampton Suites,Victoria Island,"Victoria Island, Lagos - 29, Oju Olobun Street, Off Bishop Oluwole","₦23,000",Hotel,663,NA,NA
243,TopFlight Royale Hotel,Abule Egba,"Abule Egba, Lagos - 5/7, Oyegunle Close, Pipeline Junction.Ile-Epo. La...","₦10,500",Hotel,333,NA,NA
244,RoyalView Hotel And Suites,Ajao Estate,"Ajao Estate, Lagos - 5/7 Adeola Ajayi Crescent, Aviation Estate By Airp...","₦25,000",Hotel,1139,NA,NA
245,Thandis Suites,Ikeja,"Ikeja, Lagos - 63 Oba Babinton Ashaye Street Omole Estate Phase 1...","₦7,000",Hotel,452,NA,NA
246,Peninsula Hotel,Lekki,"Lekki, Lagos - Block 94, Plot 16, Lekki-Epe Expressway, (Providen...","₦90,000",Hotel,1068,7.6 Very Good,From 25 reviews
247,Sunfit International Limited,Amuwo Odofin,"Amuwo-Odofin, Lagos - 327/329 Rafiu Babatunde Tinubu Road, Amuwo Odofin ...","₦30,250",Hotel,852,7.2 Very Good,From 10 reviews
248,O'degree Luxury Hotels,Victoria Island,"Victoria Island, Lagos - 322A Akin Ogunlewe Street Off Ligali Ayorinde Stre...","₦20,000",Hotel,387,NA,NA
249,Sweet Life Home,Lekki,"Lekki, Lagos - 2 Ivory Street, Off First Avenue, Behind AA Rescue...","₦20,000",Hotel,244,NA,NA
250,Precinct Comfort,Ikoyi,"Ikoyi, Lagos - 17 Ribadu  Road, Off Awolowo Road ","₦17,800",Hotel,968,NA,NA
251,NSPRI GUEST HOUSE,Yaba,"Yaba, Lagos - 32/38, Barikisu Iyede Street, Abule Oja-Onitiri","₦20,000",Guest House,899,6.7 Very Good,From 9 reviews
252,Precinct Comfort Services,Yaba,"Yaba, Lagos - 20 Harvey Road Off Herbert Macaulay","₦18,000",Hotel,724,6.8 Very Good,From 13 reviews
253,Lamia Inn Guest House,Victoria Island,"Victoria Island, Lagos - 19A, Idejo Street, Off Adeola Odeku Street","₦25,000",Hotel,475,6.2 Very Good,From 7 reviews
254,Perch Hotel & Suites,Surulere,"Surulere, Lagos - 27/29 Ikale Street, Off Imam Shuaib Street By Ogun...","₦11,000",Hotel,274,NA,NA
255,De Bluezzz Hotel,Shomolu,"Shomolu, Lagos - 12, Anuoluwapo Street, By Stanbic Bank Shomolu, Ne...","₦6,000",Hotel,348,7.2 Very Good,From 5 reviews
256,Excellence Hotel ,Ikeja,"Ikeja, Lagos - Ogba Ijaiye Road","₦17,800",Hotel,999,NA,NA
257,Morning Side Suites,Victoria Island,"Victoria Island, Lagos - 11B Taslim Elias Close Off Ahmadu Bello Way","₦31,000",Hotel,782,NA,NA
258,Quietlane Residence,Ikeja,"Ikeja, Lagos - 1, Olu Akerele Street Off Obafemi Awolowo Way, Nea...","₦13,900",Hotel,685,NA,NA
259,Vicmike Villa Hotel,Festac,"Festac, Lagos - Plot 65B, G 1 Close 21 Road By 4th Avenue Junction...","₦13,000",Hotel,607,6.8 Very Good,From 9 reviews
260,Hadmof Inn ,Yaba,"Yaba, Lagos - 21 Moore Road Off Herbert Macaulay Way Yaba Mainla...","₦17,000",Budget Hotel,603,6.6 Very Good,From 15 reviews
261,El Castillo Homes,Lekki,"Lekki, Lagos - 8 Mudashiru Eletu Way, Osapa London, Lekki ","₦20,000",Hotel,382,NA,NA
262,Harmony Castle,Ikorodu,"Ikorodu, Lagos - 70/72, Gbasemo Street, Aga.","₦7,810",Hotel,594,NA,NA
263,Suru Express G.R.A Ikeja,Ikeja,"Ikeja, Lagos - 49A, Joel Ogunnaike Street Off Mobolaji Bank Antho...","₦30,000",Hotel,352,NA,NA
264,Golden King (GKA) Festac , Festac,"  Festac, Lagos - 1st Avenue, I Close House 3, Festac Town, Lagos, F...","₦9,000",Hotel,332,7.4 Very Good,From 2 reviews
265,Alpha Suites,Lekki ,"Lekki , Lagos - No 53 Ajiran Road, Agunji, Lekki","₦7,800",Apartment,291,NA,NA
266,The Cheery Manor,Ibeju lekki,"Ibeju-Lekki, Lagos - Oba Tajudeen Elemosho Street, Oke-Odo, After Green...","₦25,000",Hotel,283,7.7 Very Good,From 3 reviews
267,The Sanzak Place,Victoria Island,"Victoria Island, Lagos - 159A, Sinari  Darinijo Street, Off Ligali Ayorinde...","₦13,500",Hotel,2497,6.2 Very Good,From 21 reviews
268,Aries Suites,Ikoyi,"Ikoyi, Lagos - Plot 2, Block 12, Ogun Street, Osborne Forshore Es...","₦35,000",Hotel,772,7.2 Very Good,From 18 reviews
269,Terrace Green Hotels ,Ajao Estate,"Ajao Estate, Lagos - 12 Olabode Street, Off Muritala Mohammed Internati...","₦18,000",Hotel,720,6.4 Very Good,From 11 reviews
270,Bolad Hotel ,Gbagada,"Gbagada, Lagos - 2 Estaport Street Sholuyi, Egbeda Phase II","₦5,000",Hotel,616,7.2 Very Good,From 5 reviews
271,Brighams Suites Limited,Festac,"Festac, Lagos - 1th Avenue,Plot 854 Festac Town","₦20,000",Hotel,529,7.8 Very Good,From 5 reviews
272,Hotel Tropicana,Maryland,"Maryland, Lagos - 22, Ajose Street, Mende","₦6,500",Hotel,691,7.8 Very Good,From 9 reviews
273,A J Hotel By EcoSignature,Igando,"Igando, Lagos - 7 Arowojobe Street By College Bus Stop, Lasu-Isher...","₦8,500",Hotel,531,NA,NA
274,Kristabel Hotel Plaza,Gbagada,"Gbagada, Lagos - 28 Atodele Okeowo St Sholuyi","₦10,000",Hotel,430,6.0 Very Good,From 3 reviews
275,Ocean Pavilion Hotel ,Lekki,"Lekki, Lagos - 16 Ologolo Drive, Off Lekki Beach Entrance, Jakand...","₦10,000",Hotel,1401,NA,NA
276,Wadbash Hotel,Ajah,"Ajah, Lagos - Km 45 Lekki- Epe Express Way Sangotedo Townrn","₦11,000",Hotel,395,NA,NA
277,Sada Cruz Suites,Festac,"Festac, Lagos - Plot 472A 4Th Avenue ","₦9,000",Hotel,374,NA,NA
278,Trinity Apartment,Lekki,"Lekki, Lagos - No. 65 Ajiran Road, Agungi Bus Stop, Lekki","₦7,000",Apartment,1548,6.4 Very Good,From 25 reviews
279,Rightgate Hotel,Ikeja,"Ikeja, Lagos - 7 Omoyemi Adesoga Close, Toyin Street","₦30,000",Boutique Hotel,1161,NA,NA
280,Radisson Blu Hotel Ikeja (Formerly Renaissance Hotel),Ikeja,"Ikeja, Lagos - 38/40 Isaac John Street","₦165,000",Hotel,663,NA,NA
281,Epe Resort,Epe,"Epe, Lagos - Opposite Lagos State Driving Institute Epe-Itokin ...","₦50,000",Hotel,661,NA,NA
282,New Parissona Hotel International,Ojota,"Ojota, Lagos - 5 Victoria Street Off Ogudu Road","₦5,000",Hotel,413,NA,NA
283,RM Suites,Ikeja,"Ikeja, Lagos - 6-8, Ayodele Lane, Off Siyanbola Close, Akora Vill...","₦15,000",Hotel,406,7.8 Very Good,From 6 reviews
284,De Meros Hotel Annex,Ikeja,"Ikeja, Lagos - 9/11 CMD Road Magodo GRA Phase 2 Ikeja ","₦22,000",Hotel,283,NA,NA
285,Mambillah Hotel,Ikorodu,"Ikorodu, Lagos - 6-10 Omodisu Street Off Isawo Road,Beside Oando Fi...","₦11,000",Hotel,696,6.9 Very Good,From 14 reviews
286,The Cate House ,Victoria Island,"Victoria Island, Lagos - 21A, Akarigbere Close, Opposite Eko Gym, Off Idejo...","₦36,300",Hotel,387,NA,NA
287,De Next Centre Resorts Limited,Ajao Estate,"Ajao Estate, Lagos - 16/18 Olutosin Ajayi Street, Ajao Estate, Off Muri...","₦9,000",Budget Hotel,1020,6.5 Very Good,From 15 reviews
288,Goosepen Suites Lagos,Victoria Island,"Victoria Island, Lagos - Plot 19 - 21 Olaletan  Street Off Onigefon Road, O...","₦45,000",Hotel,493,7.7 Very Good,From 4 reviews
289,Kolex Hotels,Yaba,"Yaba, Lagos - 2 Olufeko Close Off Femi Adebule, Fola Agoro, Shom...","₦4,800",Hotel,702,7.3 Very Good,From 12 reviews
290,Newstar Hotels Limited ,Ajah,"Ajah, Lagos - 2, Adewunmi Street , Behind Alesh Hotels Limited, ...","₦4,000",Hotel,443,NA,NA
291,Adunola Villa Serviced Apartment ,Surulere,"Surulere, Lagos - 17 Sabiu Ajose Street, Off Bode Thomas","₦20,000",Hotel,490,NA,NA
292,Manyxville Hotels ,Lekki,"Lekki, Lagos - Plot 12 Otunba Adeleke Adesina Street, By Jeremiah...","₦38,500",Hotel,326,7.2 Very Good,From 6 reviews
293,Esporta Hotels Yaba,Yaba,"Yaba, Lagos - 29, Adebisi Street, Adekunle B/stop Behind Panti P...","₦18,000",Hotel,276,6.5 Very Good,From 4 reviews
294,Alesh International Hotel,Ajah,"Ajah, Lagos - 1, Alesh Hotel Road, Ajah, Eti-Osa","₦9,500",Hotel,551,NA,NA
295,Charlie's Place And Suites,Victoria Island,"Victoria Island, Lagos - 49 Lasode Crescent, Off Olaniyi Olumide Crescent B...","₦15,000",Hotel,709,7.3 Very Good,From 10 reviews
296,"PRIMAL HOTEL, IKEJA",Ikeja,"Ikeja, Lagos - 46B, Isaac John Street, G.R.A. Ikeja","₦30,000",Hotel,612,NA,NA
297,Million Dollar Hotel,Gbagada,"Gbagada, Lagos - 5 Gbala Street, Off Oke Owo Street After Deeper Li...","₦8,500",Million Dollar Hotel,423,NA,NA
298,"De Bluezzz, Bariga",Bariga,"Bariga, Lagos - 20, Abeokuta Street,","₦6,000",Hotel,317,NA,NA
299,Starjen International Hotel,Ojo,"Ojo, Lagos - Km 21, Lagos Badagry Expressway  Doyin Bus-Stop Ok...","₦8,800",Hotel,118,NA,NA
300,Hotel 61 (Formerly Georgetown Hotel),Ikeja,"Ikeja, Lagos - 61, Joel Ogunnaike Street, GRA","₦32,000",Hotel,733,NA,NA
301,Hotel Royale,Isheri,"Isheri, Lagos - 18, Ogun River Road,ojodu Berger","₦11,500",Hotel,726,6.6 Very Good,From 5 reviews
302,Surulere Guest House,Surulere,"Surulere, Lagos - 65A Itire Road","₦5,500",Guest House,689,6.9 Very Good,From 7 reviews
303,Sese Cottage,Ikeja,"Ikeja, Lagos - 45, Olu Akerele Street, By Balogun Bus Stop (Behin...","₦18,000",Hotel,358,NA,NA
304,Maximus Lounge & Bar,Ikeja,"Ikeja, Lagos - 4, Adeniyi Jones, Ikeja","₦12,500",Hotel,218,NA,NA
305,Colonades Hotel ,Ikoyi,"Ikoyi, Lagos - 21 Alfred Rewane Road (Kingsway Road)","₦55,250",Hotel,938,NA,NA
306,ALOMA SUITES AND HOTEL,Egbeda,"Egbeda, Lagos - 17, Oduwole Street, By Abule Odu Bus Stop, Off Idi...","₦6,000",ALOMA SUITES AND HOTEL,369,6.2 Very Good,From 2 reviews
307,Sammy Star Suite,Festac,"Festac, Lagos - 41 Road D Close Amuwo-Odofin","₦4,000",Hotel,274,NA,NA
308,Amara Suites Eko Atlantic Apartments, Victoria Island," Victoria Island, Lagos - Eko Atlantic City, Victoria Island","₦165,000",Apartment,133,NA,NA
309,Esado Suites,Ikeja,"Ikeja, Lagos - 2, Akingbola Street, Off Olarenwaju, Oregun","₦12,000",Hotel,975,7.2 Very Good,From 18 reviews
310,MARBLE BRAND HOTEL,Ikeja,"Ikeja, Lagos - No. 35 Oritshe Street, Off  Balogu B/stop, Awolowo","₦12,000",Hotel,646,7.6 Very Good,From 8 reviews
311,Global Inn And Resort,Ajah,"Ajah, Lagos - No. 100 Addo Badore Road, Papa Bus Stop Badore","₦10,000",Hotel,426,7.2 Very Good,From 3 reviews
312,Treasure Palace Hotel And Resort,Alimosho,"Alimosho, Lagos - 1, Treasure Palace Close, Off Ikotun-Igando Road",NA,Resort,389,NA,NA
313,Amenze Guest House,Magodo,"Magodo, Lagos - No 1 Moses Iguodala Close, Off CMD Road, Shangisha...","₦5,000",Guest House,330,NA,NA
